"device.name","device.entity","device.hardware.model","device.hardware.type","device.operating_system.name"
"device-d483f5e631e141049826145a87a347aa","","Lenovo Pro Max","laptop","Windows 11"
"device-c9c5f2d1eca24b4393e23cdb4b35cb6c","","Lenovo Pro Max","laptop","Windows 11"
"device-bd7260d0f1b348ee8703c6cd44de9389","","Lenovo Pro Max","laptop","Windows 11"
"device-c5e3c38b68cd43f197b47ee43333410b","","Lenovo Pro Max","laptop","Windows 11"
"device-7aab093f30224a85a24cf351b1c5b138","","Lenovo Pro Max","laptop","Windows 11"
"device-91c68f2d4e37491dbd802aa1a7b709db","","Lenovo Pro Max","laptop","Windows 11"
"device-80b5f459a8c748168ef2e78202a1ce6a","","Lenovo Pro Max","laptop","Windows 11"
"device-5cdf2abe408a4775a7c150fd44c9b1e9","","Lenovo Pro Max","laptop","Windows 11"
"device-8ce342857d4d4b0797072f356095a2e5","","Lenovo Pro Max","laptop","Windows 11"
"device-14bf144d150647bf8bf313232c0757dc","","Lenovo Pro Max","laptop","Windows 11"
"device-2390642cba3146d592429093a4cffc0d","","Lenovo Pro Max","laptop","Windows 11"
"device-aca6be7684824acd99b52508dad6aa6e","","Lenovo Pro Max","laptop","Windows 11"
"device-77d370ed656f4a0ba930c20c1842b261","","Lenovo Pro Max","laptop","Windows 11"
"device-a898609b2bd240788a17820e3687add0","","Lenovo Pro Max","laptop","Windows 11"
"device-5042c546e9c54532ba68bbda7fb1d60d","","Lenovo Pro Max","laptop","Windows 11"
"device-b17646604a6244e49ed6cc366b255d76","","Lenovo Pro Max","laptop","Windows 11"
"device-64dc226508c8427fb8a6c91eb93787cf","","Lenovo Pro Max","laptop","Windows 11"
"device-6f974de58fb74b29b48463e60109dcbf","","Lenovo Pro Max","laptop","Windows 11"
"device-b501f16ca94a4afabf976e3c2eb7ccf6","","Lenovo Pro Max","laptop","Windows 11"
"device-37112d9d2bcd4e7e9b50e401fa8144c8","","Lenovo Pro Max","laptop","Windows 11"
"device-c582a3472bb54cf8b249f8e58db02702","","Lenovo Pro Max","laptop","Windows 11"
"device-2b252b9c974648759828a95662a5cb2c","","Lenovo Pro Max","laptop","Windows 11"
"device-5608f1b25c0640b79d78930cc4db08c1","","Lenovo Pro Max","laptop","Windows 11"
"device-1ddbf5afe9f74558b2e5400cb6b5888e","","Lenovo Pro Max","laptop","Windows 11"
"device-7d047968302644a58720aa3e165bb27d","","Lenovo Pro Max","laptop","Windows 11"
"device-603cfa8db8684a6aaaf6733ad748f25d","","Lenovo Pro Max","laptop","Windows 11"
"device-197d2ff0319242829e2828079c64dc3e","","Lenovo Pro Max","laptop","Windows 11"
"device-9cc1e2ffd94440cc9a0892d9acffc2a3","","Lenovo Pro Max","laptop","Windows 11"
"device-2d59f5a41eb744d5b62d564e20455841","","Lenovo Pro Max","laptop","Windows 11"
"device-4151a2789c3e480796338bffdd8f8f83","","Lenovo Pro Max","laptop","Windows 11"
"device-bd0512914d3445eea6a33170339f4d48","","Lenovo Pro Max","laptop","Windows 11"
"device-ad8c59c3c9bd4be9beabcc2d224cb708","","Lenovo Pro Max","laptop","Windows 11"
"device-1c6c5cd4a388478c8ab96378d5fc48dc","","Lenovo Pro Max","laptop","Windows 11"
"device-28a6fd6d75d04081a8ba484677474978","","Lenovo Pro Max","laptop","Windows 11"
"device-4fce82a2972249b8bf6bb54a27eb3f65","","Lenovo Pro Max","laptop","Windows 11"
"device-73e8034c21c34ba4bba254b3be8a5e25","","Lenovo Pro Max","laptop","Windows 11"
"device-deff78636f4348f19424bf7f8b2aafc8","","Lenovo Pro Max","laptop","Windows 11"
"device-4441aa9945cd47d88b33c74cc6478649","","Lenovo Pro Max","laptop","Windows 11"
"device-1bd432586e5c4bab8ed1ac527f7297aa","","Lenovo Pro Max","laptop","Windows 11"
"device-7a2610631725430499b4b3b686422708","","Lenovo Pro Max","laptop","Windows 11"
"device-88611917d91c471d8e90d41cf688e780","","Lenovo Pro Max","laptop","Windows 11"
"device-651e88852bbe44f2a5abb37cd39c83dc","","Lenovo Pro Max","laptop","Windows 11"
"device-87a95850291c4dd3a6771cfec862a19c","","Lenovo Pro Max","laptop","Windows 11"
"device-a6adc3c7c62c461db409555c86692094","","Lenovo Pro Max","laptop","Windows 11"
"device-a872d56304444e838e98663b09e014c2","","Lenovo Pro Max","laptop","Windows 11"
"device-4497f29934fa4ee589e9ca014fdab853","","Lenovo Pro Max","laptop","Windows 11"
"device-e4d5b864dfe547beb21657e89480edef","","Lenovo Pro Max","laptop","Windows 11"
"device-c7c96ad8f9554a6685c7d6ff6cddc8fc","","Lenovo Pro Max","laptop","Windows 11"
"device-e82b03bf76c34e04aee96ec4b4c73a82","","Lenovo Pro Max","laptop","Windows 11"
"device-e6bc33fb8da44d198fa54045f960ace3","","Lenovo Pro Max","laptop","Windows 11"
"device-52e47eb13a504efdad72ed4a6fd747b8","","Lenovo Pro Max","laptop","Windows 11"
"device-3bd4c3ea83ab447192c01b2e24084ed4","","Lenovo Pro Max","laptop","Windows 11"
"device-fb0e848f315641b0aea3d5693cb4dbbd","","Lenovo Pro Max","laptop","Windows 11"
"device-3f43a84d59c643e9b635e8fff72e52a5","","Lenovo Pro Max","laptop","Windows 11"
"device-0dd7713c31c545468ce5cbead1ee2620","","Lenovo Pro Max","laptop","Windows 11"
"device-d7199752b28e40248b2c6637d73956e2","","Lenovo Pro Max","laptop","Windows 11"
"device-6865d1aa2e2e44b69be0a58964768df0","","Lenovo Pro Max","laptop","Windows 11"
"device-44f1e73114b441188d8867c6d05b94f9","","Lenovo Pro Max","laptop","Windows 11"
"device-c4ccb18621a441cb84786cdfd13bc6f9","","Lenovo Pro Max","laptop","Windows 11"
"device-5ece6fe51f694807a9a3d2db71195b87","","Lenovo Pro Max","laptop","Windows 11"
"device-a6baeb955ebf41219c1fd615a9c6b3ce","","Lenovo Pro Max","laptop","Windows 11"
"device-59aabe427799489ca26299127d62e215","","Lenovo Pro Max","laptop","Windows 11"
"device-32255d41801f44e0a2282e43d3e1b183","","Lenovo Pro Max","laptop","Windows 11"
"device-28370f4253bd4e11919b58e35cd9b7c9","","Lenovo Pro Max","laptop","Windows 11"
"device-e3774a86e72c475b8f4e1cb19c3b4bd0","","Lenovo Pro Max","laptop","Windows 11"
"device-bad36bbf962c4db78c59fbb64ccba383","","Lenovo Pro Max","laptop","Windows 11"
"device-fde5266bf5f1452b92623d888bfe1f6a","","Lenovo Pro Max","laptop","Windows 11"
"device-b33afd4fdf644fd791ef999877294a88","","Lenovo Pro Max","laptop","Windows 11"
"device-afeace0fea724900b9d61b317f8abfbc","","Lenovo Pro Max","laptop","Windows 11"
"device-83f51470a3d14ed18e4cacdc5765280c","","Lenovo Pro Max","laptop","Windows 11"
"device-8fef60cb56ef447baa9266ba228ce739","","Lenovo Pro Max","laptop","Windows 11"
"device-a5662dfe17c64e9bb09284cda5bbd2aa","","Lenovo Pro Max","laptop","Windows 11"
"device-bf9c97d66f4147f7bd60092ffd6871b3","","Lenovo Pro Max","laptop","Windows 11"
"device-2690be669bfd4233a767790cab7ffaac","","Lenovo Pro Max","laptop","Windows 11"
"device-c93c780b74e347ec81c356c659f3ea35","","Lenovo Pro Max","laptop","Windows 11"
"device-562361e1d433447692c190b183c12898","","Lenovo Pro Max","laptop","Windows 11"
"device-b486f60ddbc649b29b29b9575ceec45a","","Lenovo Pro Max","laptop","Windows 11"
"device-c0dbee31d9ce438182d66a4d40e2f71e","","Lenovo Pro Max","laptop","Windows 11"
"device-7a0420cfa104485ca680d566d996006f","","Lenovo Pro Max","laptop","Windows 11"
"device-56e41872e836452a8698cc43110e8bff","","Lenovo Pro Max","laptop","Windows 11"
"device-63763f1050d8443bb155c610f938d8bb","","Lenovo Pro Max","laptop","Windows 11"
"device-77151bd2c6814f0eb6143c2f66fec441","","Lenovo Pro Max","laptop","Windows 11"
"device-17909314e2874a46b1b5dbd511498365","","Lenovo Pro Max","laptop","Windows 11"
"device-571c2ed126ff4ad18343e0cb8fbe92b1","","Lenovo Pro Max","laptop","Windows 11"
"device-9a39ba65a79f4b7d969cb77bc34a1d6c","","Lenovo Pro Max","laptop","Windows 11"
"device-1e64a9213b8e451aa823c30d57e41323","","Lenovo Pro Max","laptop","Windows 11"
"device-9b3315edad624dbdb3a63396a018f85a","","Lenovo Pro Max","laptop","Windows 11"
"device-ad3d432623a84d4f862283dd1ad4460e","","Lenovo Pro Max","laptop","Windows 11"
"device-9b11bdb2600849038ee555f3216dc557","","Lenovo Pro Max","laptop","Windows 11"
"device-88a52afbaa644d338eec34ab09957aa5","","Lenovo Pro Max","laptop","Windows 11"
"device-1cf977b5f1114b8494c7b7d9fdb2349c","","Lenovo Pro Max","laptop","Windows 11"
"device-3d3e0c1a12a5418988a2427ac1a54644","","Lenovo Pro Max","laptop","Windows 11"
"device-d5057a92ce304ae48ac63c3d74eff2e8","","Lenovo Pro Max","laptop","Windows 11"
"device-107c8d828b6841e989eee7016f28b898","","Lenovo Pro Max","laptop","Windows 11"
"device-213ca3e1643745b4b50bf5c8ab18a0f1","","Lenovo Pro Max","laptop","Windows 11"
"device-013349c5b69e4250835645e0e116b0ff","","Lenovo Pro Max","laptop","Windows 11"
"device-41201f85c06043f18cc88bd8542f00e7","","Lenovo Pro Max","laptop","Windows 11"
"device-212bb71ea311467bba041172883d1677","","Lenovo Pro Max","laptop","Windows 11"
"device-78e5b44d3d874ca7b1c205c65033a633","","Lenovo Pro Max","laptop","Windows 11"
"device-8a69b79194a3415cbabf93c750fc2646","","Lenovo Pro Max","laptop","Windows 11"
"device-7c8f0d385e0d4b4398b64893389617bd","","Lenovo Pro Max","laptop","Windows 11"
"device-c4dff23b506c4f5fb9123f12f8ab9557","","Lenovo Pro Max","laptop","Windows 11"
"device-79fd7303ee7f465caa685fa73136d053","","Lenovo Pro Max","laptop","Windows 11"
"device-ac8b04db4c234b7a83746fcf36263bf5","","Lenovo Pro Max","laptop","Windows 11"
"device-0eab8697f35f4e74b76240fc0b4812fa","","Lenovo Pro Max","laptop","Windows 11"
"device-d36689021dbe4839b3fa55a5df8d4588","","Lenovo Pro Max","laptop","Windows 11"
"device-b498615da0f449f0940eba118e4fdef5","","Lenovo Pro Max","laptop","Windows 11"
"device-eedeae99f8974b0e8c9bf893da48e4c8","","Lenovo Pro Max","laptop","Windows 11"
"device-a6594f01bc3145e69e4c2b5c4699a9a9","","Lenovo Pro Max","laptop","Windows 11"
"device-e6b972760f5f4cea856a120de87a95af","","Lenovo Pro Max","laptop","Windows 11"
"device-cdf70c0661c445278fbc19ab7ebb3bd5","","Lenovo Pro Max","laptop","Windows 11"
"device-b24f1fafbe5649b3ac36582fbbc226af","","Lenovo Pro Max","laptop","Windows 11"
"device-45b15e1dac394e03a040378f2553205e","","Lenovo Pro Max","laptop","Windows 11"
"device-4f0c015455404f3b859afba570e54304","","Lenovo Pro Max","laptop","Windows 11"
"device-35d4b6b236824f9e8842b9a493b427dd","","Lenovo Pro Max","laptop","Windows 11"
"device-5a6f183534af4f2e9d7091d7d6d90f71","","Lenovo Pro Max","laptop","Windows 11"
"device-b5852867216649f4a9a043fa53363b58","","Lenovo Pro Max","laptop","Windows 11"
"device-cd92f12de8fa4a4cab3da6664804488a","","Lenovo Pro Max","laptop","Windows 11"
"device-0fe50425a18b45e79ec27e2f29506b1b","","Lenovo Pro Max","laptop","Windows 11"
"device-480991ec19a54860a61cb732df19b9e2","","Lenovo Pro Max","laptop","Windows 11"
"device-a5404d8041b34f7588512fcefb65dd11","","Lenovo Pro Max","laptop","Windows 11"
"device-08a508d28aa54ec69b76e35e66fd6f96","","Lenovo Pro Max","laptop","Windows 11"
"device-b5866e98ed4248a7aad2532c08064b0f","","Lenovo Pro Max","laptop","Windows 11"
"device-156c8a4af2aa42a0bbaca5323d729ec7","","Lenovo Pro Max","laptop","Windows 11"
"device-c8ba809bc92744bfb660557791a22125","","Lenovo Pro Max","laptop","Windows 11"
"device-c12fc035097e420c84303e20dffb0406","","Lenovo Pro Max","laptop","Windows 11"
"device-269b179d939c476285fbb4a96c383e57","","Lenovo Pro Max","laptop","Windows 11"
"device-2cce4e504f5d432f97499bfa1d937496","","Lenovo Pro Max","laptop","Windows 11"
"device-1693c8713f54418190f5c0ffaa72154d","","Lenovo Pro Max","laptop","Windows 11"
"device-b1a05810df444c30a910efc7d1283a63","","Lenovo Pro Max","laptop","Windows 11"
"device-571e677e52874ffe8e11a87fb7350208","","Lenovo Pro Max","laptop","Windows 11"
"device-99d9a08e4b494594a44fcdaddcfa568c","","Lenovo Pro Max","laptop","Windows 11"
"device-1c316fda11af488e954d1ebe80129f81","","Lenovo Pro Max","laptop","Windows 11"
"device-6a04ede707b94a4aa246fda98ee05780","","Lenovo Pro Max","laptop","Windows 11"
"device-cd3a8f33e2034bb1a817754ef8d2729a","","Lenovo Pro Max","laptop","Windows 11"
"device-b1aaa8566ddf4795863d88a20e78dcdf","","Lenovo Pro Max","laptop","Windows 11"
"device-97f2e4d9cf6b451f819b8677d98d2ebc","","Lenovo Pro Max","laptop","Windows 11"
"device-24ae9bf88ee74f2091eeb9f02c5e130a","","Lenovo Pro Max","laptop","Windows 11"
"device-e4481debdd264a81923239213b96a92a","","Lenovo Pro Max","laptop","Windows 11"
"device-08b2a06a474e4b13bef0aa18ed5dcd64","","Lenovo Pro Max","laptop","Windows 11"
"device-57a2999064a74522810dc9f145d6305a","","Lenovo Pro Max","laptop","Windows 11"
"device-3ee269e556704d10936da54b08e41a3c","","Lenovo Pro Max","laptop","Windows 11"
"device-0a681458493d4b908f2f16bd4cca80a3","","Lenovo Pro Max","laptop","Windows 11"
"device-603ca05cf7d244668816f670eac78629","","Lenovo Pro Max","laptop","Windows 11"
"device-e476d8b5c96f472fa757ea7d73608649","","Lenovo Pro Max","laptop","Windows 11"
"device-83fc7d3e3b03473bb70ee2ba510c89db","","Lenovo Pro Max","laptop","Windows 11"
"device-b7b6e8837d8a401e99d794f95c87b7d5","","Lenovo Pro Max","laptop","Windows 11"
"device-fb64b78bb70f4c2d8e6fe2cb998a6351","","Lenovo Pro Max","laptop","Windows 11"
"device-873276eb828c4d6f81ebdeac7bc63188","","Lenovo Pro Max","laptop","Windows 11"
"device-e35a352b65e745e28e3ae4848b6a6011","","Lenovo Pro Max","laptop","Windows 11"
"device-d315bf81dc9e41b68b4a90a89cbef93f","","Lenovo Pro Max","laptop","Windows 11"
"device-2db50e1d776b43639bb669089f0e8b2d","","Lenovo Pro Max","laptop","Windows 11"
"device-3567dfe2023949628758d10bea4d738a","","Lenovo Pro Max","laptop","Windows 11"
"device-937d6db58ce34ec8af0d864dab50221e","","Lenovo Pro Max","laptop","Windows 11"
"device-20b276bee18040c0bd752bbe816efc4a","","Lenovo Pro Max","laptop","Windows 11"
"device-0a972e7584fa4eec8a6e7c5fd2e4225c","","Lenovo Pro Max","laptop","Windows 11"
"device-7b3e7881582146149d82b9bd06d3caf4","","Lenovo Pro Max","laptop","Windows 11"
"device-1b6dba4bddde4ddeabe8c8818e3d0223","","Lenovo Pro Max","laptop","Windows 11"
"device-fa5cdc836ab047d68c9a1be3a76f2b7c","","Lenovo Pro Max","laptop","Windows 11"
"device-455b95c3f57d43dfb4053a7c1b2c7a8c","","Lenovo Pro Max","laptop","Windows 11"
"device-da91051d4513406b97357c233388610c","","Lenovo Pro Max","laptop","Windows 11"
"device-bfdf8035cc3e46f59bbb7f1f903ac8e9","","Lenovo Pro Max","laptop","Windows 11"
"device-e48d24aa189e4b28a1ce9409cd88fa0f","","Lenovo Pro Max","laptop","Windows 11"
"device-130f9d8245394cd3a5988ec9746dc853","","Lenovo Pro Max","laptop","Windows 11"
"device-44944b1269fc417cbc3b11e9fddb5d12","","Lenovo Pro Max","laptop","Windows 11"
"device-a6159ae1c8a644389bd275a742007ffe","","Lenovo Pro Max","laptop","Windows 11"
"device-adebb9a3b8f54a11b1db4bed09a06e2b","","Lenovo Pro Max","laptop","Windows 11"
"device-bf2dac37d45441dbad62754fe2693716","","Lenovo Pro Max","laptop","Windows 11"
"device-a8c482a4347c4a51a76091ca73a31a12","","Lenovo Pro Max","laptop","Windows 11"
"device-89fd559823c84f07b2f931cd085d94ed","","Lenovo Pro Max","laptop","Windows 11"
"device-8f2f246b19264894ba7cdddefc0c5144","","Lenovo Pro Max","laptop","Windows 11"
"device-e26871e009aa4aed855f243d3a7c2fd7","","Lenovo Pro Max","laptop","Windows 11"
"device-2a3893268627454faa2f98b6bf817347","","Lenovo Pro Max","laptop","Windows 11"
"device-26b9f6fa81dd41c4bebb5c93359640d4","","Lenovo Pro Max","laptop","Windows 11"
"device-40f96b61cf6443fa9c1017a715e6627a","","Lenovo Pro Max","laptop","Windows 11"
"device-2e6c3fd044a34f999564c7ff1ebcbd56","","Lenovo Pro Max","laptop","Windows 11"
"device-fc025b6b801a4eb08c73c8c845d17caf","","Lenovo Pro Max","laptop","Windows 11"
"device-e05f4bb06bcf4512a8a3bff74d2b1c84","","Lenovo Pro Max","laptop","Windows 11"
"device-38f49b1ac08c4513b59a6f7b7d0e99dd","","Lenovo Pro Max","laptop","Windows 11"
"device-ea9ce3ffbb124921bc2fc733f77366af","","Lenovo Pro Max","laptop","Windows 11"
"device-d8ddf27ea6384b38aefde0e1c939c04e","","Lenovo Pro Max","laptop","Windows 11"
"device-75d856abb90c4df996f66f130d816422","","Lenovo Pro Max","laptop","Windows 11"
"device-c3f75df35af94a59a11d774ac3d4e3a0","","Lenovo Pro Max","laptop","Windows 11"
"device-3c617a017c1e4d099d542f76a60be6c5","","Lenovo Pro Max","laptop","Windows 11"
"device-30705f8a6ef143ebafba84bd4c5ca7df","","Lenovo Pro Max","laptop","Windows 11"
"device-52b96e7886fa47558e1b66cc30cf76fa","","Lenovo Pro Max","laptop","Windows 11"
"device-5028c5a425ef4fb79d2c3fb7574a4048","","Lenovo Pro Max","laptop","Windows 11"
"device-c3962cbee4fb4f4880e08c67e40804b8","","Lenovo Pro Max","laptop","Windows 11"
"device-fdecc832301746de87f593b80408238b","","Lenovo Pro Max","laptop","Windows 11"
"device-c83cea28c2194de8a32fa5fc3600b6c3","","Lenovo Pro Max","laptop","Windows 11"
"device-347c15f360d848a0b6f4054c5d1f2855","","Lenovo Pro Max","laptop","Windows 11"
"device-7e575d1b33f14918b396a549a81dcf35","","Lenovo Pro Max","laptop","Windows 11"
"device-9d698e71801744eaa7077c16a354716e","","Lenovo Pro Max","laptop","Windows 11"
"device-e59c879004f446d9811427629b754162","","Lenovo Pro Max","laptop","Windows 11"
"device-22f51cc5c5104cd88d271755ea67d432","","Lenovo Pro Max","laptop","Windows 11"
"device-d1410e1815a14c5b8cb1b13816287c70","","Lenovo Pro Max","laptop","Windows 11"
"device-78609d973fee489a883545af97bfb140","","Lenovo Pro Max","laptop","Windows 11"
"device-6414a467e63744e991e00ad4bc31480d","","Lenovo Pro Max","laptop","Windows 11"
"device-704a3a0cc7db4c0dbb481b61a9851811","","Lenovo Pro Max","laptop","Windows 11"
"device-1808b7c8d73041588a9cc3dddfcbf38e","","Lenovo Pro Max","laptop","Windows 11"
"device-04c5fca2d9cb47ffb04299dd2a2c6034","","Lenovo Pro Max","laptop","Windows 11"
"device-9f5f69d5d89e44ee853de2d988abf712","","Lenovo Pro Max","laptop","Windows 11"
"device-3efcc1f8bfe3415fbd23eff783f150b4","","Lenovo Pro Max","laptop","Windows 11"
"device-c1c52718923241db989bd08409d2ce2e","","Lenovo Pro Max","laptop","Windows 11"
"device-60fa011e8fec484bb067a4f98221ad54","","Lenovo Pro Max","laptop","Windows 11"
"device-ae4dd645109b4b9487a082d605068eba","","Lenovo Pro Max","laptop","Windows 11"
"device-8a76cf4c4099440883ddc8e0dd543229","","Lenovo Pro Max","laptop","Windows 11"
"device-54f5805b2e574b7aae2f02f6cc5a83f4","","Lenovo Pro Max","laptop","Windows 11"
"device-89261e56b3ee454aac5c5d11e5fe1d1f","","Lenovo Pro Max","laptop","Windows 11"
"device-612ce57c4a5d48408728b4a79e4cc8d9","","Lenovo Pro Max","laptop","Windows 11"
"device-e0c6a7d11b1a4c568a5511ed824201b0","","Lenovo Pro Max","laptop","Windows 11"
"device-6aac5ca4f39d4bb39403fb1a30d46bb9","","Lenovo Pro Max","laptop","Windows 11"
"device-ad4813861de74e889eabe8355f21aa16","","Lenovo Pro Max","laptop","Windows 11"
"device-9b37e36f15b444c8be65e4a24e4d2ebd","","Lenovo Pro Max","laptop","Windows 11"
"device-cf1261350a4940a8a4a147e8da4f0d05","","Lenovo Pro Max","laptop","Windows 11"
"device-afc1b3c72807450bbfa63452826ed10a","","Lenovo Pro Max","laptop","Windows 11"
"device-e52ed44295a34879b39ecd29a4e05809","","Lenovo Pro Max","laptop","Windows 11"
"device-79ec76923a8d49349c0401a00246031e","","Lenovo Pro Max","laptop","Windows 11"
"device-72620a1bdd914d7bbd310982bbea2ecd","","Lenovo Pro Max","laptop","Windows 11"
"device-d43aae8d6712429c8e34aed8e052893a","","Lenovo Pro Max","laptop","Windows 11"
"device-de2397d780774f049c655d74cff11bbe","","Lenovo Pro Max","laptop","Windows 11"
"device-993174ef20314fd283d9fb01fabde010","","Lenovo Pro Max","laptop","Windows 11"
"device-87d27daee073405883869deeeeeb0ac6","","Lenovo Pro Max","laptop","Windows 11"
"device-19d36735ca4d479e9a0da84d07629c49","","Lenovo Pro Max","laptop","Windows 11"
"device-181afdff21a24f2da77e8bbefca3fb73","","Lenovo Pro Max","laptop","Windows 11"
"device-b1ccf7789b7b410bbae8a42bf8e87310","","Lenovo Pro Max","laptop","Windows 11"
"device-975988fd9f8b43a3a11e5918ee8eebea","","Lenovo Pro Max","laptop","Windows 11"
"device-e58121ca2306498b8add93393110a0c2","","Lenovo Pro Max","laptop","Windows 11"
"device-11c11b2b3df7474dbad5cd0fc4b9ba0a","","Lenovo Pro Max","laptop","Windows 11"
"device-ebb8d41ee4794c96bf4ea8dc5910dec4","","Lenovo Pro Max","laptop","Windows 11"
"device-00e5ea9504ca469fadf63a87ac421af7","","Lenovo Pro Max","laptop","Windows 11"
"device-3657f787995a40939cb8a21ba0db2f80","","Lenovo Pro Max","laptop","Windows 11"
"device-8b5df5a2efb94c3f94401f280b57564a","","Lenovo Pro Max","laptop","Windows 11"
"device-ade20e81337947d2a83fd3a57bf9b431","","Lenovo Pro Max","laptop","Windows 11"
"device-a5b2c190bfcf4544afd73227a1dfb10c","","Lenovo Pro Max","laptop","Windows 11"
"device-68b1f337f1994144b3a7f90b5e0fe18d","","Lenovo Pro Max","laptop","Windows 11"
"device-729d307d1a9f4563bfc75401398ef7d8","","Lenovo Pro Max","laptop","Windows 11"
"device-1c06895b19654d7ca6a38d57b2dd9ca0","","Lenovo Pro Max","laptop","Windows 11"
"device-e18b38e4864b4de98c9d1f04e27c1bbd","","Lenovo Pro Max","laptop","Windows 11"
"device-e360524fe16d4a3fbacc722bec100279","","Lenovo Pro Max","laptop","Windows 11"
"device-8dceb7135b9f42569eec4eb2e1313357","","Lenovo Pro Max","laptop","Windows 11"
"device-14706fca63154610aa0d44657bb1e917","","Lenovo Pro Max","laptop","Windows 11"
"device-3990c1431c7e40778f70ae172adcceb1","","Lenovo Pro Max","laptop","Windows 11"
"device-e21cc30527914154a8918e5a0c940daf","","Lenovo Pro Max","laptop","Windows 11"
"device-bab19bcb20f94e2b806196bb9f824f3c","","Lenovo Pro Max","laptop","Windows 11"
"device-cc360ed41f734b7f83d81e273a5480de","","Lenovo Pro Max","laptop","Windows 11"
"device-f312bc5c212b4804b94339874768d1c0","","Lenovo Pro Max","laptop","Windows 11"
"device-6cbfbc78665144349002b23525a359e9","","Lenovo Pro Max","laptop","Windows 11"
"device-90a862a69b1d4917bfc05f73ef551326","","Lenovo Pro Max","laptop","Windows 11"
"device-2c81be5d5b204a2c9d642b69ee47dcea","","Lenovo Pro Max","laptop","Windows 11"
"device-86137c81d5774bc69b12b6b88003d8a5","","Lenovo Pro Max","laptop","Windows 11"
"device-efc83da0296048ecaa60b1e0af001e1e","","Lenovo Pro Max","laptop","Windows 11"
"device-5d1a6e1f42184e96acad485f9e9043c4","","Lenovo Pro Max","laptop","Windows 11"
"device-d57ab83317e7429c8eeafc4a095978f5","","Lenovo Pro Max","laptop","Windows 11"
"device-f3486e9f101043b99cb1252995fc25e8","","Lenovo Pro Max","laptop","Windows 11"
"device-beeb589a348b4685b52a737441ecafc0","","Lenovo Pro Max","laptop","Windows 11"
"device-99e22b7615a14bfc85f6e92bcb6b4546","","Lenovo Pro Max","laptop","Windows 11"
"device-d0488e5015994e6d8057845de0e1d771","","Lenovo Pro Max","laptop","Windows 11"
"device-509119af08e544cb8a0f4df90b1d18f2","","Lenovo Pro Max","laptop","Windows 11"
"device-072d1bf8d83747d5a8244d1301956ef6","","Lenovo Pro Max","laptop","Windows 11"
"device-437beb98cc1e4a2eb4a282f0b49d7271","","Lenovo Pro Max","laptop","Windows 11"
"device-c2e41934fc9f47edbe7974062b417703","","Lenovo Pro Max","laptop","Windows 11"
"device-de45bfbc50f845ca84cc349331bdde0e","","Lenovo Pro Max","laptop","Windows 11"
"device-05a2e94a8871453088cbd1f382dfdd9e","","Lenovo Pro Max","laptop","Windows 11"
"device-19949d62732c4609b07063dbbc57c6ab","","Lenovo Pro Max","laptop","Windows 11"
"device-f95aada57db8444a883f6def8693a375","","Lenovo Pro Max","laptop","Windows 11"
"device-c0c713edbac943e5874c6cc1f39918f4","","Lenovo Pro Max","laptop","Windows 11"
"device-da1ce1c35e3e413fb2b9c402a36185ba","","Lenovo Pro Max","laptop","Windows 11"
"device-838d3bda77354d21b0cb2422327f6edc","","Lenovo Pro Max","laptop","Windows 11"
"device-168f8eda32394639867e184dfc9f961d","","Lenovo Pro Max","laptop","Windows 11"
"device-a97a82d6c50346338653c10b5222bfef","","Lenovo Pro Max","laptop","Windows 11"
"device-2744315b9d304c81bad045488829139b","","Lenovo Pro Max","laptop","Windows 11"
"device-9d8be5d8644d4ea19ddb3d9014f38792","","Lenovo Pro Max","laptop","Windows 11"
"device-736011552e0d48f5aeff9ad1f41380aa","","Lenovo Pro Max","laptop","Windows 11"
"device-f11c474802a44160bca0f0c69461fbe6","","Lenovo Pro Max","laptop","Windows 11"
"device-2ac782d15fab40fbb94e4ca858aa3e3d","","Lenovo Pro Max","laptop","Windows 11"
"device-507e441d35434b328919a3cef8908322","","Lenovo Pro Max","laptop","Windows 11"
"device-10dca4f6e1894d6186dbc158567047c5","","Lenovo Pro Max","laptop","Windows 11"
"device-09ac15646d4641e9b0302db15eacd0d0","","Lenovo Pro Max","laptop","Windows 11"
"device-37baf70f76ac41918e3ebe7c962b120f","","Lenovo Pro Max","laptop","Windows 11"
"device-936e5c45f69c44ae99cb8cfdfb1002ad","","Lenovo Pro Max","laptop","Windows 11"
"device-1e362bb6884a45ac80f4e93d3157fa11","","Lenovo Pro Max","laptop","Windows 11"
"device-4ee8710916f848f8b328b7adba4b1e9c","","Lenovo Pro Max","laptop","Windows 11"
"device-409eb8f02fa74263abb564ebe9ba54e1","","Lenovo Pro Max","laptop","Windows 11"
"device-c7c41b1e82fe4ce7bb167d01f08a8a2d","","Lenovo Pro Max","laptop","Windows 11"
"device-96285ad9dc9c4f85ab598a529979aaab","","Lenovo Pro Max","laptop","Windows 11"
"device-93394900690d47e9a8b26c12675b5e5f","","Lenovo Pro Max","laptop","Windows 11"
"device-dd8138a4cf3a41c093a6375dcfdc1f71","","Lenovo Pro Max","laptop","Windows 11"
"device-7740b9f8f4874ebe8662c35457562eff","","Lenovo Pro Max","laptop","Windows 11"
"device-a7ed082b317e43dba31059decf77ac13","","Lenovo Pro Max","laptop","Windows 11"
"device-5a816e0bcfec49fe96b009f501763c20","","Lenovo Pro Max","laptop","Windows 11"
